ID_UEV	TYPE	NOM	ARRONDISSE	ADRESSE	PROPRIETE	GESTION	POINT_X	POINT_Y	EQUIPEME	LONG	LAT
5029269	Piscine intérieure	Piscine intérieure Roussin	Rivière-des-Prairies–Pointe-aux-Trembles	12 125, Rue Notre-Dame Est	Municipale	Municipale	305485,4766	5055655,173	Piscine récréative	-73.491213	45.640791
2072528	Piscine extérieure	Parc Richelieu	Rivière-des-Prairies–Pointe-aux-Trembles	13 600, Rue Forsyth	Municipale	Municipale	304425,0067	5058203,099		-73.504812	45.663718
5070958	Piscine extérieure	Parc Alexis-Carrel	Rivière-des-Prairies–Pointe-aux-Trembles	12 550, Avenue Alexis-Carrel	Municipale	Municipale	297878,4231	5056038,26		-73.5888	45.644203
5082406	Piscine extérieure	Parc Maria-Goretti	Rivière-des-Prairies–Pointe-aux-Trembles	488, 85e Avenue	Municipale	Municipale	305791,8604	5061314,139		-73.487276	45.691711
2079739	Piscine extérieure	Parc Saint-Georges	Rivière-des-Prairies–Pointe-aux-Trembles	13 050, Rue Prince-Albert	Municipale	Municipale	305389,3259	5057137,776		-73.492443	45.654126
2072528	Pataugeoire	Parc Richelieu	Rivière-des-Prairies–Pointe-aux-Trembles	13 600, Rue Forsyth	Municipale	Municipale	304425,0067	5058203,099		-73.504812	45.663718
5070958	Pataugeoire	Parc Alexis-Carrel	Rivière-des-Prairies–Pointe-aux-Trembles	12 550, Avenue Alexis-Carrel	Municipale	Municipale	297878,4231	5056038,26		-73.5888	45.644203
5082406	Pataugeoire	Parc Maria-Goretti	Rivière-des-Prairies–Pointe-aux-Trembles	488, 85e Avenue	Municipale	Municipale	305791,8604	5061314,139		-73.487276	45.691711
5015454	Pataugeoire	Saint-Jean-Baptiste	Rivière-des-Prairies–Pointe-aux-Trembles	1 048, Boulevard Saint-Jean-Baptiste	Municipale	Municipale	304846,2071	5055625,72		-73.49941	45.640521
2079739	Pataugeoire	Parc St-Georges	Rivière-des-Prairies–Pointe-aux-Trembles	13 050, Rue Prince-Albert	Municipale	Municipale	305389,3259	5057137,776		-73.492443	45.654126
2077340	Jeu d'eau	Parc Montmartre	Rivière-des-Prairies–Pointe-aux-Trembles	14555, rue de Montigny	Municipale	Municipale	304974,3777	5059549,579		-73.497767	45.67583
5072912	Jeu d'eau	Parc Marie-Coron	Rivière-des-Prairies–Pointe-aux-Trembles	Rue Victor-E.-Beaupré	Municipale	Municipale	304818,6907	5057746,325		-73.499769	45.659606
2099605	Jeu d'eau	Parc Victoria-Girard	Rivière-des-Prairies–Pointe-aux-Trembles	Rue Jean-Leduc	Municipale	Municipale	304230,3133	5057183,641		-73.507314	45.65454
5108885	Jeu d'eau	Parc Dollard-Morin	Rivière-des-Prairies–Pointe-aux-Trembles	Rue La Valinière	Municipale	Municipale	297494,9257	5054152,178		-73.593698	45.627228
2151127	Jeu d'eau	Parc Pierre-Blanchet	Rivière-des-Prairies–Pointe-aux-Trembles	Avenue Pierre-Blanchet	Municipale	Municipale	296700,2167	5054264,739		-73.603883	45.628227
5020825	Jeu d'eau	Parc Des Pins	Rivière-des-Prairies–Pointe-aux-Trembles	3995 Rue 42e	Municipale	Municipale	303514,0623	5058559,893		-73.516504	45.66692
5103407	Piscine intérieure	Centre sportif Père-Marquette	Rosemont–La Petite-Patrie	1 600, Rue Drucourt	Municipale	Municipale	298337,0379	5045796,851	Piscine récréative	-73.582776	45.552047
3069278	Piscine intérieure	Centre Rosemont	Rosemont–La Petite-Patrie	6 101, 8e Avenue	Municipale	Municipale	297313,3307	5044453,022	Piscine récréative	-73.59587	45.539952
3044179	Piscine intérieure	Bain St-Denis	Rosemont–La Petite-Patrie	7 075, Rue Saint-Hubert	Municipale	Municipale	296061,2442	5044501,726	Piscine récréative	-73.611903	45.540369
2008973	Piscine extérieure	Parc Le Pélican	Rosemont–La Petite-Patrie	2 560, Rue Masson	Municipale	Municipale	298993,5628	5044898,465		-73.574363	45.543972
2011678	Piscine extérieure	Parc Joseph-Paré	Rosemont–La Petite-Patrie	6 525, Rue 41e	Municipale	Municipale	299223,6249	5048331,366		-73.571457	45.574865
2008973	Pataugeoire	Parc Pélican *	Rosemont–La Petite-Patrie	2 560, Rue Masson	Municipale	Municipale	298993,5628	5044898,465		-73.574363	45.543972
3069220	Pataugeoire	Parc Père-Marquette	Rosemont–La Petite-Patrie	1 555, Rue des Carrières	Municipale	Municipale	297740,6679	5044324,939		-73.590401	45.538795
2020249	Pataugeoire	Parc De L’Ukraine	Rosemont–La Petite-Patrie	6 041, 12e Avenue	Municipale	Municipale	298363,3005	5046145,185		-73.582448	45.555187
2011915	Pataugeoire	Parc Beaubien	Rosemont–La Petite-Patrie	6 633, 6e Avenue	Municipale	Municipale	297777,7771	5045968,228		-73.589951	45.553589
2010590	Pataugeoire	Parc Cité-Jardin	Rosemont–La Petite-Patrie	5 220, Boulevard Rosemont	Municipale	Municipale	299962,0804	5047932,727		-73.561985	45.57128
2011597	Pataugeoire	De la Louisiane	Rosemont–La Petite-Patrie	6 244, 35e Avenue	Municipale	Municipale	299154,4545	5047604,196		-73.572333	45.568323
2067929	Pataugeoire	Léon-Provencher	Rosemont–La Petite-Patrie	5 555, Boulevard Pie-IX	Municipale	Municipale	299808,6205	5046893,887		-73.563947	45.56193
5071905	Pataugeoire	Parc Lafond	Rosemont–La Petite-Patrie	3 500, Avenue Laurier Est	Municipale	Municipale	299478,4815	5045795,841		-73.568162	45.552047
3080482	Pataugeoire	Parc De Gaspé	Rosemont–La Petite-Patrie	6 655, Avenue De Gaspé	Municipale	Municipale	296282,86	5043707,21		-73.609059	45.533227
2011678	Pataugeoire	Parc Joseph-Paré	Rosemont–La Petite-Patrie	6 225, Rue 41e	Municipale	Municipale	299223,6249	5048331,366		-73.571457	45.574865
2011547	Jeu d'eau	Parc Étienne-Desmarteau	Rosemont–La Petite-Patrie	20e Avenue / Rue Beaubien Est	Municipale	Municipale	298533,3149	5046592,138		-73.580276	45.559211
5078319	Jeu d'eau	Parc Jean-Duceppe	Rosemont–La Petite-Patrie	Avenue du Mont-Royal Est / Rue André-Laurendeau	Municipale	Municipale	299647,0029	5044844,499		-73.565988	45.543491
3010833	Jeu d'eau	Parc Saint-Édouard	Rosemont–La Petite-Patrie	Rue Saint-André / Rue Saint-Zotique Est	Municipale	Municipale	296465,3211	5044312,278		-73.606727	45.538673
5016060	Jeu d'eau	Parc Laurier-Charlemagne	Rosemont–La Petite-Patrie	Avenue Laurier / Avenue Charlemagne	Municipale	Municipale	299564,6599	5046329,973		-73.567067	45.556853
5015690	Piscine extérieure	Parc Marlborough	Saint-Laurent	2 105, Rue Beauzèle	Municipale	Municipale	287570,3008	5042655,268		-73.720565	45.5236
5016554	Piscine extérieure	Parc Hartenstein	Saint-Laurent	1 505, Rue Cardinal	Municipale	Municipale	289936,1662	5042046,109		-73.690259	45.518174
4157130	Piscine extérieure	Parc Noël-Nord	Saint-Laurent	2 900, Rue Baker	Municipale	Municipale	286990,7657	5042002,465		-73.727966	45.51771
4098279	Piscine extérieure	Parc Chamberland	Saint-Laurent	800, Rue Dorais	Municipale	Municipale	289960,7379	5040358,736		-73.689901	45.502986
5082586	Piscine extérieure	Parc Painter	Saint-Laurent	260, Rue Marcotte	Municipale	Municipale	291051,1904	5043134,284		-73.676018	45.527988
5016546	Piscine extérieure	Parc St-Laurent	Saint-Laurent	845, Rue Poirier	Municipale	Municipale	290176,1758	5042982,52		-73.687215	45.526602
4034718	Piscine extérieure	Parc Decelles	Saint-Laurent	845, Rue Roy	Municipale	Municipale	290861,7018	5041517,458		-73.678404	45.513433
5015687	Piscine extérieure	Parc Bourbonnière	Saint-Laurent	2800, Rue Cazeneuve	Municipale	Municipale	288959,4085	5040233,074		-73.702706	45.501839
4157130	Pataugeoire	Parc Noël-Nord	Saint-Laurent	2 900, Rue Baker	Municipale	Municipale	286977,6179	5041892,154		-73.728128	45.516719
5015690	Pataugeoire	Parc Malborough	Saint-Laurent	2 105, Rue Beauzèle	Municipale	Municipale	287530,7419	5042529,966		-73.721073	45.522465
5016546	Pataugeoire	Parc St-Laurent	Saint-Laurent	845, Rue Poirier	Municipale	Municipale	290219,2815	5043106,542		-73.686668	45.527719
5016554	Pataugeoire	Parc Hartenstein	Saint-Laurent	1 505, Rue Cardinal	Municipale	Municipale	289849,7238	5042125,157		-73.691375	45.518883
4032625	Pataugeoire	Parc Alexis-Nihon	Saint-Laurent	2 999, Rue Badeaux	Municipale	Municipale	289920,3954	5039729,605		-73.690393	45.497325
4098279	Pataugeoire	Parc Chamberland	Saint-Laurent	800, Rue Dorais	Municipale	Municipale	290045,9183	5040313,592		-73.688812	45.502583
4034718	Pataugeoire	Parc Decelles	Saint-Laurent	845, Rue Roy	Municipale	Municipale	290959,0237	5041513,418		-73.67715	45.513399
5015687	Pataugeoire	Parc Bourbonnière	Saint-Laurent	2800, Rue Cazeneuve	Municipale	Municipale	288998,5467	5040326,033		-73.70221	45.502677
5082586	Pataugeoire	Parc Painter	Saint-Laurent	260, Rue Marcotte	Municipale	Municipale	291095,7066	5043264,457		-73.675458	45.529158
5066716	Jeu d'eau	Parc Harris	Saint-Laurent	1 365, Avenue O’Brien	Municipale	Municipale	290338,3295	5042146,839		-73.685116	45.519083
4034718	Jeu d'eau	Parc Decelles	Saint-Laurent	845, Rue Roy	Municipale	Municipale	290899,1574	5041637,99		-73.677921	45.514514
4040258	Jeu d'eau	Parc Gohier	Saint-Laurent	730, Rue Buchanam	Municipale	Municipale	290623,8945	5040922,751		-73.681433	45.508075
5016554	Jeu d'eau	Parc Hartenstein	Saint-Laurent	1 505, Rue Cardinal	Municipale	Municipale	289888,1774	5041938,969		-73.69087	45.517202
4099482	Jeu d'eau	Parc Goulet	Saint-Laurent	1 695, Rue d’Oxford	Municipale	Municipale	289041,7102	5042480,411		-73.701729	45.52206
5015690	Jeu d'eau	Parc Marlborough	Saint-Laurent	2 105, Rue Beauzèle	Municipale	Municipale	287626,9008	5042532,366		-73.719844	45.522494
4030630	Jeu d'eau	Parc Poirier	Saint-Laurent	900, Rue Trudeau	Municipale	Municipale	292095,1389	5041611,817		-73.662613	45.514303
4030363	Jeu d'eau	Parc Beaulac	Saint-Laurent	1 145, Rue Élizabeth	Municipale	Municipale	290934,0231	5042211,675		-73.677489	45.51968
4029051	Jeu d'eau	Parc Houde	Saint-Laurent	2 100, Rue Saint-Louis	Municipale	Municipale	290675,397	5040136,425		-73.680745	45.501003
4157130	Jeu d'eau	Parc Noël-Nord	Saint-Laurent	2 900, rue Baker	Municipale	Municipale	286879,966	5041958,921		-73.729385	45.517311
5082586	Jeu d'eau	Parc Painter	Saint-Laurent	260, rue Marcotte	Municipale	Municipale	290955,6502	5043241,505		-73.67725	45.528948
5016546	Jeu d'eau	Parc Saint-Laurent	Saint-Laurent	845, rue Poirier	Municipale	Municipale	290047,9639	5043021,643		-73.688868	45.52695
2090635	Piscine intérieure	Piscine intérieure de Saint-Léonard	Saint-Léonard	5 115, Rue des Galets	Municipale	Privé	297141,8069	5049498,419	Complexe aquatique	-73.598152	45.585346
2095006	Piscine extérieure	Parc Ferland	Saint-Léonard	6 020, Boulevard Lavoisier	Municipale	Privé	297176,1447	5050736,338		-73.597723	45.596487
2087210	Piscine extérieure	Parc G. Garibaldi	Saint-Léonard	7 125, Rue Liénart	Municipale	Privé	299217,3232	5049704,338		-73.57155	45.58722
2085259	Piscine extérieure	Parc Ladauversière	Saint-Léonard	7 560, Boulevard Lacordaire	Municipale	Privé	298302,2547	5049070,747		-73.583268	45.581507
2094987	Piscine extérieure	Parc Pie XII	Saint-Léonard	5 200, Boulevard Lavoisier	Municipale	Privé	296410,0821	5049848,472		-73.607526	45.588487
2082478	Piscine extérieure	Parc Hébert	Saint-Léonard	7 655, Rue Colbert	Municipale	Privé	297567,1893	5048112,095		-73.592672	45.572879
2085259	Pataugeoire	Parc Ladauversière	Saint-Léonard	7 560, Boulevard Lacordaire	Municipale	Privé	298302,2547	5049070,747		-73.583268	45.581507
2094987	Pataugeoire	Parc Pie XII	Saint-Léonard	5 200, Boulevard Lavoisier	Municipale	Privé	296410,0821	5049848,472		-73.607526	45.588487
2095006	Jeu d'eau	Parc Ferland	Saint-Léonard	6 020, Boulevard Lavoisier	Municipale	Privé	297176,1447	5050736,338		-73.597723	45.596487
2087210	Jeu d'eau	Parc G. Garibaldi	Saint-Léonard	7 125, Rue Liénart	Municipale	Privé	299217,3232	5049704,338		-73.57155	45.58722
2092471	Jeu d'eau	Parc Coubertin	Saint-Léonard	4 755, Rue Valéry	Municipale	Privé	296256,853	5049470,966		-73.609493	45.585084
2088720	Jeu d'eau	Parc Luigi Pirandello	Saint-Léonard	4 550, Rue de Compiègne	Municipale	Privé	296721,1839	5048699,381		-73.603521	45.578152
2091811	Jeu d'eau	Parc Delorme	Saint-Léonard	6 060, Rue de Honfleur	Municipale	Privé	297848,3497	5050148,451		-73.589101	45.591203
5073228	Piscine extérieure	Parc Arthur-Therrien	Verdun	10, Rue Hickson	Municipale	Municipale	299989,1927	5036132,148		-73.561523	45.465099
5087211	Piscine extérieure	Parc Elgar	Verdun	260, Rue Elgar	Municipale	Municipale	301054,5703	5035265,394		-73.547897	45.457304
1053978	Piscine extérieure	Parc de la Fontaine	Verdun	550, Place de la Fontaine	Municipale	Municipale	301305,8553	5035965,042		-73.544693	45.463605
5073228	Piscine extérieure	Natatorium de Verdun	Verdun	6 500, Boulevard LaSalle	Municipale	Municipale	298938,9342	5033764,13		-73.574935	45.443783
5073228	Pataugeoire	Parc Arthur-Therrien	Verdun	10, Rue Hickson	Municipale	Municipale	299428,7771	5034263,288		-73.568677	45.448277
5087211	Pataugeoire	Parc Elgar	Verdun	260, Rue Elgar	Municipale	Municipale	300594,0254	5035019,351		-73.553777	45.455088
1053978	Pataugeoire	Parc de la Fontaine	Verdun	550, Place de la Fontaine	Municipale	Municipale	301305,8553	5035965,042		-73.544693	45.463605
5073228	Pataugeoire	Natatorium de Verdun	Verdun	6 500, Boulevard LaSalle	Municipale	Municipale	299428,7771	5034263,288		-73.568677	45.448277
1051139	Jeu d'eau	Parc Wilson	Verdun	1075-A, Avenue Brown	Municipale	Municipale	298598,757	5034296,841		-73.579288	45.448567
5073228	Jeu d'eau	Natatorium Verdun	Verdun	6 500, Boulevard LaSalle	Municipale	Municipale	299428,7771	5034263,288		-73.568677	45.448277
5073228	Jeu d'eau	Parc Mgr J.A. Richard	Verdun	5 040, Boulevard LaSalle	Municipale	Municipale	299428,7771	5034263,288		-73.568677	45.448277
5073228	Jeu d'eau	Parc Arthur-Therrien	Verdun	3 750, Boulevard Gaétan-Laberge	Municipale	Municipale	299428,7771	5034263,288		-73.568677	45.448277
1116730	Jeu d'eau	Parc de La Reine Élizabeth	Verdun	1 650, Rue Crawford	Municipale	Municipale	297575,3881	5033164,482		-73.592349	45.438371
1050716	Jeu d'eau	Parc Normand Dawe	Verdun	1 060, Rue Woodland	Municipale	Municipale	298647,5623	5034733,453		-73.578667	45.4525
1050247	Jeu d'eau	Parc Cooney	Verdun	1 175, Rue Melrose	Municipale	Municipale	298518,4184	5034953,364		-73.580319	45.454479
5089791	Jeu d'eau	Parc Duquette	Verdun	900, Rue Bannantyne	Municipale	Municipale	298946,1185	5036228,968		-73.574862	45.465955
5019871	Jeu d'eau	Parc Joanette	Verdun	Rue Hickson / Rue Ethel	Municipale	Municipale	299446,643	5036102,175		-73.568466	45.464826
5036992	Jeu d'eau	Parc de L’Épervière	Verdun	Rue de la Vigne	Municipale	Municipale	301121,4972	5036178,403		-73.547047	45.46552
1048235	Jeu d'eau	Parc Willibrord	Verdun	800, Rue Willibrord	Municipale	Municipale	299023,4547	5035467,584		-73.573868	45.459108
5019334	Jeu d'eau	Parc Poirier	Verdun	3215 boul Lasalle	Municipale	Municipale	299396,4767	5036784,661		-73.569113	45.470962
5073228	Jeu d'eau	Parc de l’Honorable-George-O’Reilly	Verdun	4390-4400, Boul Lasalle	Municipale	Municipale	299428,7771	5034263,288		-73.568677	45.448277
5073228	Jeu d'eau	Parc L’orée du Fleuve	Verdun	Chemin de la Pointe-Sud	Municipale	Municipale	299428,7771	5034263,288		-73.568677	45.448277
1018523	Piscine intérieure	Bain Quintal	Ville-Marie	1 550, Rue Dufresne	Municipale	Municipale	300975,7246	5043217,592	Piscine récréative	-73.548969	45.52886
5037561	Piscine intérieure	Jean-Claude-Malépart	Ville-Marie	2 633, Rue Ontario Est	Municipale	OBNL	300608,0475	5043834,452	Piscine compétitive	-73.553673	45.534409
5072841	Piscine extérieure	Complexe aquatique – Société du parc Jean-Drapeau	Ville-Marie	1, Circuit Gilles-Villeneuve,	Municipale	Parapublique	302127,3302	5041516,018	"Île Sainte-Hélène"""	-73.534212	45.513559
5072841	Piscine extérieure	Complexe aquatique – Société du parc Jean-Drapeau	Ville-Marie	1, Circuit Gilles-Villeneuve,	Municipale	Parapublique	302127,3302	5041516,018	"Île Sainte-Hélène"""	-73.534212	45.513559
5071428	Pataugeoire	Parc des Vétérans	Ville-Marie	1 655, Avenue Papineau	Municipale	Municipale	300488,5129	5042717,424		-73.5552	45.524357
5037561	Pataugeoire	Parc Médéric-Martin	Ville-Marie	2 255, Rue du Havre	Municipale	Municipale	300608,0475	5043834,452		-73.553673	45.534409
5037532	Pataugeoire	Olivier-Robert	Ville-Marie	2 325, Boulevard de Maisonneuve Est	Municipale	Municipale	300924,1231	5043167,657		-73.549622	45.528409
1021708	Jeu d'eau	Parc Toussaint-Louverture	Ville-Marie	137 Boulevard de Maisonneuve	Municipale	Municipale	299739,8542	5041399,457		-73.564774	45.512492
1022387	Jeu d'eau	Parc des Royaux	Ville-Marie	Ave. De Lorimier/De Rouen	Municipale	Municipale	300143,9394	5043327,453		-73.559622	45.529844
1107076	Jeu d'eau	Parc des Joyeux-Vikings	Ville-Marie	Rue Beaudry	Municipale	Municipale	300122,9639	5042331,187		-73.559881	45.520882
1110307	Jeu d'eau	Parc Persillier-Lachapelle	Ville-Marie	Rue Plessis	Municipale	Municipale	299973,1167	5042744,577		-73.561793	45.524597
5036733	Jeu d'eau	Parc des Faubourgs	Ville-Marie	Rue Dorion	Municipale	Municipale	300366,0914	5042959,867		-73.556764	45.526534
5068368	Jeu d'eau	Parc Marcelle-Barthe	Ville-Marie	Rue Wolfe	Municipale	Municipale	300011,0177	5042269,521		-73.561301	45.520323
3012132	Piscine intérieure	Joseph-Charbonneau	Villeray–Saint-Michel–Parc-Extension	8 200, Rue Rousselot	Municipale	Municipale	295181,1815	5045689,471	Piscine compétitive	-73.623195	45.551048
2017640	Piscine intérieure	René-Goupil	Villeray–Saint-Michel–Parc-Extension	4 250, Rue du Parc-René-Goupil	Municipale	Municipale	296151,4725	5048669,049	Piscine récréative	-73.610824	45.577875
5101787	Piscine intérieure	Georges-Vernot	Villeray–Saint-Michel–Parc-Extension	8 475, 13e Avenue	Municipale	Municipale	295862,3359	5047623,838	Piscine compétitive	-73.614508	45.568459
5126259	Piscine intérieure	St-Roch	Villeray–Saint-Michel–Parc-Extension	400, Avenue Ball	Municipale	Privé	294567,6056	5043571,606	Piscine récréative	-73.631014	45.53198
3014811	Piscine intérieure	Patro Le Prévost	Villeray–Saint-Michel–Parc-Extension	7 355, Avenue Christophe-Colomb	Municipale	OBNL	295932,0012	5044873,002	Piscine récréative	-73.613562	45.543715
2020378	Piscine extérieure	Parc Sainte-Lucie	Villeray–Saint-Michel–Parc-Extension	9 093, 16e Avenue	Municipale	Municipale	294906,5867	5048430,506		-73.626772	45.575708
2062331	Piscine extérieure	Parc François-Perrault	Villeray–Saint-Michel–Parc-Extension	7 525, Rue François-Perrault	Municipale	Municipale	296911,0355	5046969,854		-73.601059	45.562587
3123106	Piscine extérieure	Parc Jarry	Villeray–Saint-Michel–Parc-Extension	205, Rue Faillon Ouest	Municipale	Municipale	294739,0881	5043921,28		-73.628819	45.535132
3123106	Pataugeoire	Parc Jarry	Villeray–Saint-Michel–Parc-Extension	7 920, Boulevard Saint-Laurent	Municipale	Municipale	294848,0731	5043953,133		-73.627424	45.535422
3014194	Pataugeoire	Parc De Normanville	Villeray–Saint-Michel–Parc-Extension	7 480, Rue De Normanville	Municipale	Municipale	295760,9641	5045092,753		-73.615768	45.545683
2011794	Pataugeoire	Parc Nicolas-Tillemont	Villeray–Saint-Michel–Parc-Extension	7 833, Avenue Des Érables	Municipale	Municipale	296042,1988	5046117,172		-73.612175	45.55491
2020378	Pataugeoire	Parc Ste-Lucie	Villeray–Saint-Michel–Parc-Extension	9 093, 16e Avenue	Municipale	Municipale	294992,0311	5048352,828		-73.625669	45.575007
2026106	Pataugeoire	Parc Sainte-Yvette	Villeray–Saint-Michel–Parc-Extension	8 950, 10e Avenue	Municipale	Municipale	294969,3317	5047770,472		-73.625952	45.56977
2145385	Pataugeoire	Parc De Sienne	Villeray–Saint-Michel–Parc-Extension	4 151, Rue 53e	Municipale	Municipale	294960,3328	5049199,9		-73.626096	45.582628
2060321	Pataugeoire	Parc Bélair	Villeray–Saint-Michel–Parc-Extension	7 035, 2e Avenue	Municipale	Municipale	297190,0184	5046106,651		-73.597471	45.554825
2062331	Pataugeoire	Parc François-Perrault	Villeray–Saint-Michel–Parc-Extension	7 601, Rue François-Perrault	Municipale	Municipale	297023,1631	5046904,408		-73.599623	45.562003
3013747	Pataugeoire	Parc Turin	Villeray–Saint-Michel–Parc-Extension	7 205, Rue Chambort	Municipale	Municipale	296158,1454	5045059,33		-73.610671	45.545391
2017640	Pataugeoire	Parc René-Goupil	Villeray–Saint-Michel–Parc-Extension	4 250, Rue du Parc-René-Goupil	Municipale	Municipale	296249,3471	5048618,304		-73.609568	45.577418
5169307	Jeu d'eau	Parc Champdoré	Villeray–Saint-Michel–Parc-Extension	Rue Champdoré	Municipale	Municipale	294208,4243	5047640,399		-73.635699	45.568589
3082239	Jeu d'eau	Parc de Lestre	Villeray–Saint-Michel–Parc-Extension	Avenue Ball	Municipale	Municipale	294383,5031	5043395,639		-73.633366	45.530394
5082525	Jeu d'eau	Parc Howard	Villeray–Saint-Michel–Parc-Extension	Avenue de l’Épée	Municipale	Municipale	273689,5099	5041122,18		-73.898158	45.509324
5102653	Jeu d'eau	Ovila-Légaré	Villeray–Saint-Michel–Parc-Extension	Rue 51e	Municipale	Municipale	295162,0372	5049044,645		-73.623504	45.581237
0	Jeux d'eau	Jeux d'eau St-Simon-Apôtre	Ahuntsic/Carterville	260 rue Legendre O			293178,8526	5044454,912		-73.648819	45.539904
0	Jeux d'eau	Jeux d'eau Saint-Alphonse	Ahuntsic/Carterville	8888 de Châteaubrian			293997,7952	5045460,699		-73.638354	45.54897
0	Pataugeoire	Pataugeoire du Sault-au-récollet	Ahuntsic/Carterville	10550 rue St-Firmin			292697,7281	5047948,679		-73.655064	45.571336
0	Piscine intérieure	Piscine Sophie-Barat	Ahuntsic/Cartierville	10851 ave Saint-Charle			291678,9452	5046897,998		-73.668092	45.56186
0	Piscine extérieure, Jeux d'eau	Piscine Marcelin-Wilson	Ahuntsic/Cartierville	1655 rue Dudemaine			290043,0149	5044389,975		-73.68896	45.53926
0	Pataugeoire	Pataugeoire St-Paul de la Croix	Ahuntsic/Cartierville	9900 rue Hamel			292963,1673	5046779,026		-73.651628	45.560821
0	Pataugeoire, Jeux d'eau	Pataugeoire de Mésy	Ahuntsic/Cartierville	12120 rue Grenet			287810,6816	5043384,178		-73.717518	45.530166
0	Pataugeoire	Pataugeoire henri-Julien	Ahuntsic/Cartierville	9300 rue St-Denis			293201,5025	5045269,24		-73.648544	45.547238
0	Pataugeoire, Jeux d'eau	Pataugeoire Ahuntsic	Ahuntsic/Cartierville	10555 rue Lajeunesse			291891,1168	5046147,865		-73.665343	45.555115
0	Jeux d'eau	Jeux d'eau St-Benoit	Ahuntsic/Cartierville	Sauvé Ouest/Meilleur			291809,7388	5044552,941		-73.666351	45.540762
0	Jeux d'eau	Jeux d'eau des Hirondelles	Ahuntsic/Cartierville	Fleury/Larose			293816,6621	5048456,998		-73.640739	45.575926
0	Jeux d'eau	Jeux d'eau St-André-Apôtre	Ahuntsic/Cartierville	215 Prieur Ouest			291475,4592	5045137,048		-73.670644	45.546019
0	Piscine extérieure	Piscine Gabriel-Lalemant	Ahuntsic/Cartierville	2350 rue Sauvé est			293686,6356	5047933,398		-73.642393	45.571217
0	Piscine intérieure	Piscine Centre Claude Robillard	Ahuntsic/Cartierville	1000 ave Émile-Journau			294043,862	5045850,206		-73.637773	45.55248
0	Piscine extérieure	Piscine du Parc Chénier	Anjou	5555 Ave de l'Aréna			301427,3283	5051471,599		-73.543239	45.603134
0	Piscine extérieure	Piscine Parc des Roseraies	Anjou	7070 ave de la Nantais			300412,1252	5050333,089		-73.556241	45.592888
0	Piscine extérieure	Piscine Parc Lucie-Bruneau	Anjou	7051 Ave de l'Alsace			298267,6613	5051596,941		-73.58375	45.604236
0	Piscine extérieure	Piscine parc Roger-Rousseau	Anjou	7501 Ave Rondeau			300827,3044	5052929,01		-73.550943	45.61625
0	Piscine extérieure	Piscine parc Verdelles	Anjou	8441 Place Verdelle			300927,2163	5052088,219		-73.549654	45.608683
0	Pataugeoire	Parc du Bocage	Anjou	6200 Ave du Bocage			300775,3152	5050283,074		-73.551588	45.592441
0	Pataugeoire	Parc André-Laurendeau	Anjou	8361 Ave André-Laurendeau			299282,8726	5051697,471		-73.570739	45.605154
